region,street,housenumber,city,postcode,lat,lon,building_type
Campania,Via Gianlorenzo Bernini,79,Campania,66946,40.967263656113246,13.996997227350398,yes
Campania,Via delle Repubbliche Marinare,167,Campania,80649,41.235669688097985,13.934661535196858,yes
Campania,Via Giovanni Tritto,71,Campania,62516,40.69712723348424,14.63548438957624,yes
Campania,Viale delle Metamorfosi,38,Campania,65137,40.61369865435773,14.391358599498805,yes
Campania,Via Giovanni Merliani,36,Campania,36879,40.90688103066539,14.058443353436394,roof
Campania,Calata Trinità Maggiore,113,Campania,95852,40.85516002418515,14.337119547506441,house
Campania,Via Nuova detta Casoria,22,Campania,16522,40.89193310601158,14.281194680307493,apartments
Campania,Corso Umberto Primo,3,Campania,83533,40.940633405878565,14.304483755839701,residential
Campania,Via delle Repubbliche Marinare,102,Campania,80508,40.84067852580931,14.496223787470404,residential
Campania,Via del Sebeto,15,Campania,99329,40.905848102331795,14.2867720220466,yes
Campania,Vico Zappari,188,Campania,91294,40.746079734506495,13.919155053770886,yes
Campania,Via Giacomo Profumo,189,Campania,10938,40.702102550395765,14.785197170678552,residential
Campania,Via Enea,103,Campania,44757,40.8147497012836,14.581329820542916,ruins
Campania,Via Mezzocannone,130,Campania,17413,40.39970490715081,15.346375479503644,house
Campania,Via Arcangelo Ghisleri,67,Campania,26679,40.638092879292046,14.54148322509529,yes
Campania,Via Cesare Battisti,102,Campania,98632,41.21408743024592,14.51015262283896,yes
Campania,Via Marino Freccia,137,Campania,47385,40.83494076097714,14.239241401973098,residential
Campania,Viale delle Metamorfosi,54,Campania,37505,40.9063527119317,14.27196562015285,residential
Campania,Via Benedetto Cairoli,161,Campania,57790,41.01522459496265,14.639670510783192,yes
Campania,Via Vincenzo Lanza,157,Campania,69639,41.01230252355429,14.96345579275479,yes
Campania,Via Roma,64,Campania,67833,40.88958233458837,14.46547038785441,residential
Campania,Via Giovanni Lombardi,162,Campania,42758,40.69434612017838,14.633585377653176,yes
Campania,Via Mario Palermo,6,Campania,69312,41.23384582371575,13.931578512247366,yes
Campania,Via Carlo De Marco,21,Campania,55881,40.853538899562615,14.484740670733919,residential
Campania,Vico Sant'Aniello a Caponapoli,52,Campania,42784,40.40034887564088,14.99970340244793,yes
Campania,Via Virginia Wolf,104,Campania,27449,40.93713160000001,14.7615705,yes
Campania,Corso Umberto Primo,39,Campania,35913,40.855317024899556,14.06624306705976,residential
Campania,Via Baku,26,Campania,18933,40.782789789215634,14.460246071115826,yes
Campania,Via Sedile di Porto,105,Campania,52780,40.79114368445078,14.490818621267591,yes
Campania,Strada Comunale Santa Croce ad Orsolone,160,Campania,26009,40.93160974752801,14.188330577695549,yes
Campania,Via Macello,21,Campania,89675,40.37061073899705,15.612132327764293,yes
Campania,Cupa Lettieri,180,Campania,80004,40.61314876661468,14.415050236650561,residential
Campania,Via del Riposo,44,Campania,96974,40.52627270147723,14.998971967343063,yes
Campania,Via 11 Fiori del Melarancio,184,Campania,26969,40.90869067086978,14.440425199823425,residential
Campania,Via Provinciale Botteghelle,109,Campania,47258,40.91351873023929,14.352967631578748,yes
Campania,Via Santa Brigida,52,Campania,75536,40.94865805,14.08614065,yes
Campania,Via Udalrigo Masoni,105,Campania,68973,40.60371210495592,14.377903322777385,residential
Campania,Via Nuova San Rocco,110,Campania,38498,40.82447988600963,14.495808517304454,residential
Campania,Corso Giuseppe Garibaldi,36,Campania,51625,40.8274163260191,14.57170576897448,residential
Campania,Via Giotto,99,Campania,28695,40.837739424959956,14.245845285164028,yes
Campania,Via Giotto,56,Campania,46159,40.60104490109771,14.388966064290711,yes
Campania,Via Giuseppe Bonocuore,199,Campania,76152,40.86041998222483,14.147428388592513,residential
Campania,Via Giuseppe Bonocuore,159,Campania,21411,40.91485418947759,14.488637701509214,roof
Campania,Via Salvatore Ferrara,171,Campania,88561,40.836401634468366,14.51038262533368,roof
Campania,Via Genova,149,Campania,28678,40.83159659788142,14.334663106912506,yes
Campania,Via Montagna Spaccata,55,Campania,60550,40.75430313693595,14.524962041451113,church
Campania,Vico San Marcellino,19,Campania,17237,40.885229262396855,14.510862689728315,residential
Campania,Via Virginia Wolf,128,Campania,70089,40.90069080000001,14.035771650000003,yes
Campania,Via Nuova Toscanella,116,Campania,10660,40.904751346415296,14.42291337316963,residential
Campania,Via Posillipo,140,Campania,78699,40.763926813663076,14.017611715344138,yes
Campania,Via Santo Strato,2,Campania,25928,40.94690194966593,14.511958039605718,residential
Campania,Via Alessio Mazzocchi,189,Campania,71249,40.822484470749224,14.562760439590223,yes
Campania,Via Toledo,110,Campania,28282,40.81334460506993,14.051161774000752,residential
Campania,Via Lorenzo Perosi,109,Campania,32892,40.91478140000001,14.03066825,yes
Campania,Via Emanuele Gianturco,120,Campania,92213,40.892774318741466,14.228739936922057,yes
Campania,Via Filippo Agresti,130,Campania,17188,40.83308633340918,14.30685858316248,residential
Campania,Viale San Francesco d'Assisi,159,Campania,13582,40.807672947769696,14.503772801663699,yes
Campania,Largo Alessandro Lala,34,Campania,61309,40.764784027743936,14.442040582268225,residential
Campania,Via Virginia Wolf,148,Campania,59823,41.06025628382104,14.93618905720722,yes
Campania,Via Angelo Camillo De Meis,92,Campania,35087,40.82551190323627,14.218211170483464,residential
Campania,Cupa Lettieri,117,Campania,51378,40.84519656292147,14.492653611063519,residential
Campania,Via Nuova detta Casoria,144,Campania,58799,40.82993861286287,14.50255698186584,yes
Campania,Via Santa Maria Avvocata,136,Campania,89208,40.61823552781243,15.202648156605175,yes
Campania,Via Roma verso Scampia,22,Campania,56167,40.30849033723518,14.948020730675358,residential
Campania,Via Alberto Verdinois,91,Campania,75091,40.4019674403588,15.339836128392534,yes
Campania,Viale San Francesco d'Assisi,61,Campania,99677,40.96426859999999,14.191678450000001,house
Campania,Via Giovanni Lombardi,118,Campania,65072,40.859253406741864,14.225335733214644,residential
Campania,Via Padre Rocco,143,Campania,12497,40.95363571156721,14.52458784931584,yes
Campania,Via Diocleziano,141,Campania,55660,40.784934171286295,14.525390890851309,residential
Campania,Via Posillipo,105,Campania,44366,40.87041551448011,14.070671986052306,yes
Campania,Via Teodoro Capocci,34,Campania,83286,40.91874116701994,14.323239935181421,yes
Campania,Via Santa Chiara,166,Campania,47633,40.823291844372676,14.357052840555884,residential
Campania,Via San Sebastiano,134,Campania,92893,40.80537777209318,14.059198294302172,residential
Campania,Calata Trinità Maggiore,23,Campania,28656,40.77528536763745,14.427973077591046,residential
Campania,Via Gianlorenzo Bernini,102,Campania,51536,40.70880562882548,14.929089421771433,residential
Campania,Viale Comandante Umberto Maddalena,174,Campania,55282,41.02865465730315,14.465688407165995,yes
Campania,Via Provinciale Botteghelle di Portici,75,Campania,70176,41.116536957123635,13.888253774733872,yes
Campania,Via Pietro Castellino,127,Campania,20057,41.16028638818285,14.727108068350084,yes
Campania,Corso Umberto Primo,57,Campania,17726,40.85855926567268,14.517827944760535,residential
Campania,Via Santa Chiara,57,Campania,86232,40.905314849999996,14.22050325,yes
Campania,Via Giuseppe Bonocuore,154,Campania,51579,40.86344868342841,14.458671913903142,residential
Campania,Via Brindisi,125,Campania,94775,40.88755969556823,14.249705107011184,residential
Campania,Via Duca di San Donato,89,Campania,92306,41.35513016566333,14.360008031670015,yes
Campania,Via Filippo Maria Briganti,58,Campania,48173,40.764675442519405,14.396734977910551,residential
Campania,Via Nuova Agnano,179,Campania,97774,40.96259482446351,14.524795526101684,residential
Campania,Via Angelo Camillo De Meis,65,Campania,20208,40.4108579739061,15.569121380228403,yes
Campania,Via Giuseppe Pica,200,Campania,69937,40.68511567613216,14.488508225713458,yes
Campania,Via Giuliano Da Maiano,62,Campania,64874,40.978838027370735,14.201449589728496,yes
Campania,Corso Meridionale,58,Campania,56946,40.77640217764821,14.395867886519813,greenhouse
Campania,Viale delle Metamorfosi,157,Campania,37588,40.8543917,15.255567999999998,yes
Campania,Via Bartolo Longo,149,Campania,12109,40.84684233475065,14.403184068219774,yes
Campania,Viale della Villa Romana,18,Campania,24721,41.067428639400994,14.333278878612981,yes
Campania,Via Cesare Battisti,15,Campania,99361,40.75162087474106,13.890886907356595,yes
Campania,Via Raffaele Stasi,17,Campania,51323,40.337049465962245,15.624978241847028,yes
Campania,Prolungamento Pasquale Borrelli,62,Campania,78207,40.85079682587439,14.17497453881351,apartments
Campania,Via Eurialo,197,Campania,49580,40.608621028303766,15.4194551655046,yes
Campania,Via Giotto,85,Campania,71531,40.548539221297375,14.25386872079666,yes
Campania,Via Giovanni Caproni,137,Campania,45863,40.61094352195169,14.372406157870643,residential
Campania,Vico Zappari,157,Campania,44469,40.9323568509919,14.54873416562928,yes
Campania,Via Pietro Mascagni,190,Campania,64084,40.660387549999996,14.619471749999999,yes
Campania,Via Alessandro Scarlatti,49,Campania,82904,41.084646014445,14.336591077890949,yes
Campania,Via Nuova Poggioreale,74,Campania,11594,40.87923856489219,15.180239820802807,yes
Campania,Via Michelangelo Ciccone,7,Campania,66374,40.93762765549571,14.202626306943706,residential
Campania,Via Francesco Solimena,109,Campania,68932,40.89979438263686,14.488247414958602,residential
Campania,Via Giuseppe Bonocuore,58,Campania,20818,40.210734900000006,15.692255000000001,yes
Campania,Via Santa Maria del Pianto,143,Campania,95914,40.84058853105919,14.515604606512785,residential
Campania,Via Oreste Salomone,58,Campania,64471,40.881271398121996,14.085980238915734,yes
Campania,Vico Sant'Aniello a Caponapoli,84,Campania,95090,40.8551545897589,14.262244393228086,yes
Campania,Via del Riposo,69,Campania,71574,40.7426722037849,14.011653968612574,yes
Campania,Via Salvatore Ferrara,190,Campania,21141,41.081132999999994,15.01560445,yes
Campania,Via Francesco Solimena,113,Campania,91018,40.802941859782166,14.544583146981594,residential
Campania,Via Martiri della Libertà,3,Campania,75155,40.7667541,14.4004543,yes
Campania,Via Pier delle Vigne,62,Campania,19303,40.97789354056535,14.301572846386488,yes
Campania,Via Gianlorenzo Bernini,129,Campania,15068,40.768445606820535,14.459442463411886,residential
Campania,Via Giovanni Lombardi,181,Campania,90497,40.67469648579421,14.501329820803205,roof
Campania,Via Nuova Poggioreale,45,Campania,76359,40.66914803425712,14.716774969474372,yes
Campania,Via Andrea Vaccaro,148,Campania,44660,40.551303669076304,14.239790447626955,residential
Campania,Via Carlo De Marco,46,Campania,43167,40.869173751400986,14.496058984660513,residential
Campania,Via Nuova detta Casoria,19,Campania,78374,40.815749081433076,15.222399953046073,yes
Campania,Via Giacinto Albino,175,Campania,53157,40.83004234644853,14.218595203528796,yes
Campania,Via Galileo Ferraris,87,Campania,36193,40.34011574916125,15.658152438992792,yes
Campania,Via Nuova Toscanella,38,Campania,37988,40.93254313185076,14.137593380560677,yes
Campania,Via Toledo,189,Campania,34121,40.7486192622233,13.87115396118417,yes
Campania,Via Francesco Solimena,178,Campania,40909,41.112047100000005,14.7986809,yes
Campania,Via Diocleziano,127,Campania,72405,40.719753882594766,14.512098682671834,residential
Campania,Svincolo di Arzano,77,Campania,73759,40.688132928421034,15.232342556471089,yes
Campania,Via Giovanni Merliani,37,Campania,78758,40.9534743,14.3478417,yes
Campania,Piazza Salvatore Lobianco,63,Campania,47851,40.79898026666666,14.578945666666668,yes
Campania,Via Carlo Celano,57,Campania,62500,40.78797938925163,14.54530364452216,residential
Campania,Via Gerardo Chiaromonte,154,Campania,20154,40.94503779364583,14.379192204144328,yes
Campania,Discesa Coroglio,7,Campania,89461,40.7907638,14.602139049999998,yes
Campania,Via Agostino Depretis,67,Campania,61447,41.03097586882643,14.598233709522297,house
Campania,Via del Sebeto,116,Campania,51308,40.89994128606267,14.347825001430841,yes
Campania,Via Agostino Depretis,78,Campania,16487,40.46076652948908,15.1814065401165,yes
Campania,Via Giacomo Leopardi,95,Campania,16626,40.77491728316534,14.744877404899329,yes
Campania,Via della Incoronata,50,Campania,87233,40.87163332311552,14.557115706897678,residential
Campania,Via Nuova detta Casoria,173,Campania,14644,40.92035264672991,14.195909470526612,residential
Campania,Via Giuseppe Silvati,26,Campania,18003,40.61964585176574,15.055299584207914,yes
Campania,Via Guido Menzinger,118,Campania,37011,40.69409423589544,14.532735181129961,yes
Campania,Via Conte di Ruvo,178,Campania,23602,40.60247787594326,14.35866667564578,yes
Campania,Via Duomo,46,Campania,51032,40.7714967196811,14.44585439785323,residential
Campania,Via Marino Freccia,59,Campania,51835,40.7734559216668,14.664632975849605,yes
Campania,Piazza Francesco Coppola,120,Campania,21371,40.8358556637329,14.20055241757389,yes
Campania,Via Don Bosco,48,Campania,43812,40.46198930133068,15.478084760228782,yes
Campania,Strada Comunale Santa Croce ad Orsolone,80,Campania,11748,41.006965235571116,14.484755208904941,yes
Campania,Via Nuova Toscanella,186,Campania,59035,41.06114657591286,14.56563655934668,apartments
Campania,Viale San Francesco d'Assisi,63,Campania,61539,40.68869807075184,14.470280539898264,residential
Campania,Calata Trinità Maggiore,86,Campania,73196,40.671863882646925,14.73049495356715,yes
Campania,Via dei Tribunali,194,Campania,54154,41.01437184768643,14.23419590541937,yes
Campania,Via Enea,127,Campania,98297,40.72380765415961,13.87045590907995,yes
Campania,Via Nuova Poggioreale,142,Campania,35337,40.99030452796232,14.299530425946392,yes
Campania,Via Ugo Niutta,71,Campania,58015,40.9380493219014,14.236890419282926,residential
Campania,Via Genova,19,Campania,90651,40.287388469974914,15.65410875460137,yes
Campania,Via Udalrigo Masoni,188,Campania,93588,40.832227565382404,14.226489642640836,transportation
Campania,Via Pietro Castellino,13,Campania,31191,40.8074286384521,14.49839614011751,residential
Campania,Via Michelangelo Ciccone,99,Campania,83191,40.71871779901808,14.539403666026994,yes
Campania,Via Roma,120,Campania,42727,40.920705927860226,14.818949048481594,apartments
Campania,Via Giuseppe Pica,45,Campania,56069,40.2973541,15.691031600000002,yes
Campania,Via Ugo Niutta,120,Campania,44102,40.95972660375301,14.213600546629968,yes
Campania,Via Giuseppe Pica,157,Campania,84213,40.93991330000001,14.163382450000002,residential
Campania,Via Emanuele Gianturco,183,Campania,55297,40.82559563595299,14.573618813838078,residential
Campania,Via San Cosmo fuori Porta Nolana,149,Campania,56402,40.95405036023687,14.164159523048772,yes
Campania,Piazza Francesco Saverio Arabia,90,Campania,27453,40.655969440311374,14.425982929402135,residential
Campania,Strada Comunale Santa Croce ad Orsolone,86,Campania,95460,40.70211570000001,13.9241057,yes
Campania,Via Lorenzo Perosi,26,Campania,37074,40.83665798135376,14.495492127465575,residential
Campania,Via Edgardo Cortese,97,Campania,55835,40.880747840458696,14.528881983554099,residential
Campania,Via Giulio Cesare Capaccio,2,Campania,69594,40.75019936972475,13.889195469874938,yes
Campania,Via Nuova detta Casoria,71,Campania,43752,40.695678900000004,14.54514005,yes
Campania,Via Giacomo Profumo,166,Campania,42439,40.86461861761772,14.174979583881399,yes
Campania,Via Padre Rocco,196,Campania,88988,40.89468570148007,14.82224668219684,yes
Campania,Via Frediano Cavara,62,Campania,98036,40.760902029850236,14.465618769480978,yes
Campania,Via Alberto Verdinois,182,Campania,46567,40.803576851509185,14.058074266732396,roof
Campania,Via Provinciale Botteghelle,183,Campania,38409,40.830137294370935,14.056358933715787,industrial
Campania,Via Ferrara,21,Campania,70316,40.875491635028574,14.132500377932143,residential
Campania,Via Luca Pacioli,58,Campania,31095,40.40711076493675,15.343795996381678,yes
Campania,Via Alessio Mazzocchi,196,Campania,40334,40.74734355122853,13.887145037607599,yes
Campania,Via Posillipo,167,Campania,77886,40.4160879494158,15.491484859407572,yes
Campania,Via San Francesco de Geronimo,65,Campania,91110,40.80257393796668,14.059866524665203,yes
Campania,Via Provinciale Madonnelle,93,Campania,76677,40.84172797880168,14.512472234882928,roof
Campania,Via Argine,113,Campania,57803,40.63482483792079,14.603817407571759,yes
Campania,Via San Sebastiano,72,Campania,69359,40.33781941527974,15.623930713779824,yes
Campania,Via Giacinto Albino,60,Campania,94634,40.6712618414126,14.47535692844747,residential
Campania,Via Giotto,49,Campania,98690,40.9289143151876,14.444473425606967,yes
Campania,Via Montagna Spaccata,19,Campania,67124,40.79427917025546,14.529552995347697,residential
Campania,Galleria della Vittoria,190,Campania,60417,40.92277005027601,14.535642254877144,roof
Campania,Corso Meridionale,103,Campania,63433,40.81757851125732,14.549015199850789,residential
Campania,Corso Meridionale,57,Campania,67721,40.712115658146764,14.70069458918847,yes
Campania,Via Marino Freccia,8,Campania,76672,40.29563737765892,14.961269126519342,yes
Campania,Via Roma verso Scampia,86,Campania,94149,40.869658316458256,14.495215037269768,residential
Campania,Via Pietro Mascagni,69,Campania,61064,40.83923820336596,14.5089932406121,residential
Campania,Corso Umberto Primo,118,Campania,39495,40.969144950983654,14.560432987064098,residential
Campania,Via Santa Chiara,148,Campania,94916,40.89804917078643,14.286133153210198,yes
Campania,Via del Riposo,135,Campania,12335,40.782872412277726,14.743939749088076,yes
Campania,Via Vincenzo Migliaro,150,Campania,98995,40.961930876348625,14.525440881013905,roof
Campania,Via Luca Pacioli,96,Campania,98219,40.860170197283566,14.076796288818276,yes
Campania,Via Provinciale Botteghelle,155,Campania,31470,41.2022927995598,14.195608236898398,yes
Campania,Via Generale Francesco Sponsilli,137,Campania,53175,40.85009184667279,14.242707969110754,yes
Campania,Via Vicinale Cupa Cintia,65,Campania,16065,40.629001373863794,14.424683360910569,yes
Campania,Strada Comunale Santa Croce ad Orsolone,164,Campania,19276,40.755510719191065,14.498190447233362,yes
Campania,Via Giovan Battista Marino,150,Campania,84801,40.96478393296248,14.531350017217676,residential
Campania,Via Francesco Caracciolo,189,Campania,19130,40.74701252709104,14.485037205502902,hotel
Campania,Via Duca di San Donato,144,Campania,54059,40.591394798837065,15.026746783746828,yes
Campania,Via della Stadera,73,Campania,39118,40.38254304188689,15.600611505798943,industrial
Campania,Via Giacomo Profumo,140,Campania,35141,40.93808356043082,14.52558894744902,residential
Campania,Via Oreste Salomone,32,Campania,96218,40.44854997609024,15.163369377326452,yes
Campania,Via Brecce a Sant'Erasmo,160,Campania,78423,40.80101007412258,14.0491531108186,residential
Campania,Via Nuova detta Casoria,152,Campania,49663,40.87282635067639,14.312618617702629,greenhouse
Campania,Via Edgardo Cortese,19,Campania,22475,40.90107143896724,14.537913260300385,yes
Campania,Via Roma,23,Campania,91556,40.91241697992178,14.415868785455928,residential
Campania,Via Brindisi,47,Campania,62138,41.07197961450463,14.315706625664914,yes
Campania,Via Ugo Palermo,189,Campania,91563,40.91852469587642,14.337036267280585,yes
Campania,Via delle Repubbliche Marinare,106,Campania,86874,41.23534074818581,15.233780849416304,yes
Campania,Via Emanuele Gianturco,189,Campania,24837,41.06609905317367,14.851978249643928,yes
Campania,Via Andrea Vaccaro,21,Campania,36109,40.82674307401165,14.332610596329582,residential
Campania,Via Montagna Spaccata,8,Campania,90490,40.960359428898705,14.605061544233815,yes
Campania,Via Pier delle Vigne,122,Campania,57559,40.66028960802424,14.418789934204154,yes
Campania,Via Santo Strato,99,Campania,74131,40.801121199214506,15.115246205528708,house
Campania,Via Provinciale Botteghelle di Portici,2,Campania,70336,40.38165828879693,15.56130117631808,yes
Campania,Via Giulio Cesare Capaccio,7,Campania,42406,40.80453491614547,14.616171903096747,yes
Campania,Piazza Giovanni Bovio,169,Campania,80829,40.79271677146328,14.592887822856113,yes
Campania,Via Carlo De Marco,195,Campania,66312,41.33836042388984,14.538913567133433,yes
Campania,Via Santa Maria del Pianto,61,Campania,85369,40.767221293597856,14.404512415111858,garage
Campania,Via Udalrigo Masoni,26,Campania,32637,40.7464724,13.89603875,yes
Campania,Via Michelangelo Ciccone,28,Campania,91082,40.88217889227192,14.054233536495278,yes
Campania,Via Gianlorenzo Bernini,60,Campania,47258,40.97951467711413,14.201866260274276,yes
Campania,Via Giotto,64,Campania,32421,40.6043566588952,14.38728802992495,residential
Campania,Via Proserpina,124,Campania,31802,40.9636973807523,14.525189243642167,residential
Campania,Piazza Salvatore Lobianco,154,Campania,84484,41.05910487038545,14.632392614425108,yes
Campania,Via Antonio Solario,168,Campania,92615,40.25713760757323,15.120241298232468,residential
Campania,Corso Giuseppe Garibaldi,150,Campania,80149,40.722907978791795,14.53144127464959,yes
Campania,Via Capodimonte,4,Campania,77082,40.86465459411979,14.160483524445594,residential
Campania,Via Brecce a Sant'Erasmo,116,Campania,64087,40.93244680282544,14.30610252995147,roof
Campania,Via Emanuele Gianturco,173,Campania,41531,40.73986725773271,13.943098724617242,yes
Campania,Via Giuseppe Bonocuore,138,Campania,98682,40.80488765,14.0805905,residential
Campania,Viale della Villa Romana,53,Campania,37983,41.20590122162173,14.503004140816776,yes
Campania,Via Duca di San Donato,73,Campania,84196,40.85467314529555,14.343951810970204,residential
Campania,Via Santa Maria del Pianto,88,Campania,20149,40.96053836343903,14.598907553128182,yes
Campania,Via Vicinale Cupa Bolino,172,Campania,25116,40.63010368488738,14.5630577278379,residential
Campania,Via Nicola Nicolini,179,Campania,76964,40.89293988008925,14.868260762244585,yes
Campania,Via Mario Palermo,54,Campania,84684,40.77447973085749,14.743696243923143,yes
Campania,Via Eurialo,196,Campania,41228,40.7029903,14.70233055,yes
Campania,Via Macello,48,Campania,11127,40.90591183119638,14.829498394832388,yes
Campania,Via San Cosmo fuori Porta Nolana,125,Campania,65061,41.11999217186884,14.911290213033691,yes
Campania,Vico Sant'Aniello a Caponapoli,52,Campania,58463,40.6092125294979,14.380026159044176,hotel
Campania,Vico San Marcellino,42,Campania,94984,40.33812675591029,15.65752014758686,yes
Campania,Via Pietro Castellino,78,Campania,96564,40.521852271799084,15.154434588932896,yes
Campania,Piazza Medaglie D'Oro,3,Campania,88440,40.84271413950556,14.303454879334309,yes
Campania,Via Atri,22,Campania,54089,40.82960396029632,14.060310944661758,residential
Campania,Via Mastellone,97,Campania,52134,40.861871115474514,14.242610589827947,yes
Campania,Via Aniello Falcone,54,Campania,22988,40.62199202010135,14.543384597940355,residential
Campania,Piazza Enrico De Nicola,6,Campania,68967,40.37361268260393,15.610362216821521,yes
Campania,Prolungamento Pasquale Borrelli,189,Campania,49295,40.93544773934611,14.449478509651716,yes
Campania,Via Argine,100,Campania,61932,40.742473956023346,13.887315332389775,yes
Campania,Piazza Francesco Saverio Arabia,151,Campania,43466,40.898249250000006,14.207548800000001,yes
Campania,Via Saverio Altamura,40,Campania,14889,40.52104910172448,14.932397167917264,yes
Campania,Via Roma verso Scampia,165,Campania,36090,40.554043694118086,14.21173198429233,residential
Campania,Via Domenico de Dominicis,153,Campania,21671,40.41741644739021,15.485593126593841,yes
Campania,Via Francesco De Pinedo,164,Campania,47644,40.6498179082202,15.12149090608553,yes
Campania,Via Benedetto Cairoli,108,Campania,19578,40.85718664811287,14.360481274741733,residential
Campania,Via San Gennaro ad Antignano,140,Campania,24681,40.84271781611681,14.05659990157354,yes
Campania,Via Emanuele Gianturco,1,Campania,82471,40.2433523211629,15.551533346498077,yes
Campania,Via Capodimonte,36,Campania,46576,40.91112301054278,14.55227567679572,residential
Campania,Via Rimini,69,Campania,81046,41.00783742252211,14.776689485719752,yes
Campania,Piazza Francesco Saverio Arabia,41,Campania,41512,40.6527564,15.16208715,yes
Campania,Via Carlo De Marco,67,Campania,84943,40.864535411899865,14.517871848718224,yes
Campania,Via Padre Rocco,53,Campania,84534,40.295916606837565,15.167329587046185,yes
Campania,Via Provinciale Madonnelle,118,Campania,70575,40.546902101739875,14.231547389870627,residential
Campania,Via Diocleziano,70,Campania,12906,40.84946208096709,14.262386067803744,yes
Campania,Via del Riposo,124,Campania,61966,40.897445712947466,14.267158794397876,yes
Campania,Via Roma,175,Campania,94484,41.25787340000001,14.595180500000001,yes
Campania,Via Giulio Cesare Capaccio,140,Campania,52930,40.58378318851013,14.355934067496687,hotel
Campania,Via Antonio Solario,183,Campania,90058,40.86225368581507,14.325892958022617,residential
Campania,Via dei Bonifaci,26,Campania,15348,40.91399254653036,14.302506789838187,residential
Campania,Via Antonio Solario,145,Campania,80353,40.799950292962244,14.698524672145238,yes
Campania,Via Sedile di Porto,105,Campania,16380,41.10557305,14.462293599999999,yes
Campania,Via Provinciale Madonnelle,21,Campania,80349,40.8616518949782,14.491644233492849,residential
Campania,Via Gianlorenzo Bernini,40,Campania,77935,40.806366308594626,14.506590577967042,residential
Campania,Via Nicola Nicolini,103,Campania,34172,40.79521178064839,14.39541889785166,residential
Campania,Via Luigi Volpicella,187,Campania,93243,40.67042669820847,14.476879616018923,residential
Campania,Vico Sant'Aniello a Caponapoli,11,Campania,31119,40.97217822993718,14.204203951258094,yes
Campania,Via Francesco Caracciolo,130,Campania,40087,41.35064905000001,14.373787450000002,yes
Campania,Via Monteoliveto,168,Campania,58458,40.74320708872643,13.945590084785957,yes
Campania,Via Roma,181,Campania,20203,40.454414697982486,15.084125697954287,yes
Campania,Via 11 Fiori del Melarancio,67,Campania,79843,40.51925200285771,15.501354333806704,yes
Campania,Via Guido Menzinger,86,Campania,62090,40.85748060685431,14.40246557655136,residential
Campania,Via Virginia Wolf,133,Campania,99063,40.622553953439265,14.387706701255953,residential
Campania,Via Vincenzo Lanza,110,Campania,31907,40.78045735485596,14.74861321600526,yes
Campania,Via Casanova,69,Campania,99254,40.7756839225752,14.428174369144982,residential
Campania,Via Antonio Solario,45,Campania,78876,40.62859443493302,14.562760218380818,yes
Campania,Via Montedonzelli,7,Campania,96949,40.84741872212005,14.482937168930693,residential
Campania,Via Mario Palermo,164,Campania,33661,40.71280042096196,14.511531139381205,residential
Campania,Viale delle Metamorfosi,141,Campania,58668,40.65290902945534,15.1616614296992,yes
Campania,Via Roma verso Scampia,1,Campania,77791,40.19705747680583,15.162317108159725,greenhouse
Campania,Via Gianlorenzo Bernini,118,Campania,27243,40.00458032534027,15.368952453531481,yes
Campania,Via Giuseppe Antonio Pasquale,43,Campania,95331,41.01908028448724,14.48988357061443,yes
Campania,Piazza Enrico De Nicola,21,Campania,54107,40.822683899999994,14.124050650000001,yes
Campania,Via Giuseppe Bonocuore,124,Campania,97459,40.89471792833977,14.080751160177343,yes
Campania,Via Montagna Spaccata,104,Campania,84205,40.94711494192896,14.44597548043365,residential
Campania,Piazza Medaglie D'Oro,193,Campania,28543,40.91868752579651,14.53296053350734,residential
Campania,Via Giuseppe Silvati,30,Campania,57261,40.947956649999995,14.591612850000002,industrial
Campania,Via Montagna Spaccata,98,Campania,86171,41.16069170000001,14.764234550000003,yes
Campania,Via Andrea Vaccaro,173,Campania,96698,41.30341825,14.093461600000001,yes
Campania,Via Giuseppe Pica,125,Campania,84114,41.21369386690515,14.515315732793681,yes
Campania,Via Pietro Mascagni,25,Campania,89954,41.06433727217273,14.636713470247498,yes
Campania,Via Nazionale,33,Campania,61863,40.90247090124906,14.045808618963756,yes
Campania,Piazza Francesco Saverio Arabia,148,Campania,26913,40.89271748873125,14.147915492262369,residential
Campania,Discesa Coroglio,19,Campania,96581,40.617601181739154,14.388391886958608,yes
Campania,Via Luca Pacioli,164,Campania,69015,40.656716603377916,14.452642587031255,residential
Campania,Via Roma verso Scampia,104,Campania,85587,41.061907062641666,14.45320779943304,yes
Campania,Via Frediano Cavara,115,Campania,36941,40.8002607,14.533866133333333,residential
Campania,Largo Alessandro Lala,129,Campania,58415,40.68386991515783,14.462801964320477,yes
Campania,Via Provinciale Botteghelle di Portici,108,Campania,88094,40.99841574213192,14.411117626194853,yes
Campania,Via Giacomo Profumo,4,Campania,23225,40.865463367702525,14.144186667002582,yes
Campania,Via Pietro Jacopo De Gennaro,43,Campania,37446,40.73833409602314,13.954825338903303,yes
Campania,Via Toledo,188,Campania,30940,40.72586871106979,14.510323405932212,residential
Campania,Via Aquila,92,Campania,65560,40.66782921280688,14.791499926255204,yes
Campania,Via San Francesco de Geronimo,148,Campania,31642,41.21203985495702,14.501807351131825,yes
Campania,Via Giuseppe Antonio Pasquale,157,Campania,31880,40.87662440108462,14.123072301947639,roof
